athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place
Maria Bramont-Arias,PER,12/16/2021,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,234.60",21
Alisia Tettamanzi,ITA,12/16/2021,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,237.20",22
Mafalda Rosa,POR,12/16/2021,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,244.10",23
Viviane Jungblut,BRA,12/16/2021,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,263.70",24
Katie Grimes,USA,12/16/2021,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,264.00",25
Marie Kuntzmann,FRA,12/16/2021,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,276.90",26
Adeline Furst,FRA,12/16/2021,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,339.10",27
Luca Vas,HUN,12/16/2021,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,346.50",28
Sarah Kohler,GER,12/16/2021,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,401.70",29
Xiaoming Ma,CHN,12/16/2021,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,409.50",30
Yana Kurtseva,RUS,12/16/2021,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,410.20",31
Kenna Delaney Godfrey Smallegange,CAN,12/16/2021,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,417.00",32
Lean Cabon,FRA,12/16/2021,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,430.80",33
Kincso Gal,HUN,12/16/2021,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,475.70",34
Lenka Sterbova,CZE,12/16/2021,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,477.90",35
Brooke Travis,USA,12/16/2021,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,481.90",36
Xeniya Romanchuk,KAZ,12/16/2021,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,564.00",37
Mathilde Herlem,FRA,12/16/2021,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,803.70",38
Krystyna Panchishko,UKR,12/16/2021,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,845.00",39
Holly Hibbott,GBR,12/16/2021,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,850.50",40
Mahina Nicole Valdivia Dannenberg,CHI,12/16/2021,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,870.50",41
Diana Taszhanova,KAZ,12/16/2021,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,871.20",42
Mariya Fedotova,KAZ,12/16/2021,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,871.60",43
Mariia Bondarenko,UKR,12/16/2021,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,876.90",44
Irina Arkhipova,KAZ,12/16/2021,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"8,103.40",45
Milana Boldyreva,KAZ,12/16/2021,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"8,401.20",46
end,,,2021_12_16_AbuDhabi_10km_W,,,,,,,
